Identificador de URL,Nombre,Categorías,Nombre de propiedad 1,Valor de propiedad 1,Precio,Precio promocional,Peso (kg),Alto (cm),Ancho (cm),Profundidad (cm),Stock,SKU,Código de barras,Mostrar en tienda,Envío sin cargo,Descripción,Tags,Título para SEO,Descripción para SEO,Marca,Producto Físico,Costo,Visibilidad
mechas-router-franzoi,,,Medida,92906063521,,,,,,,,Router_Franzoi-92906063521,,no,no,,,,,,si,,
mechas-router-franzoi,,,Medida,93206063521,,,,,,,,Router_Franzoi-93206063521,,no,no,,,,,,si,,
diamante-sccd,Incisor Cónico de Diamante PCD,Diamante,Medida,SCCD150322,,,,,,,,SCCD150322,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Incisor%20diamante/1.jpg"" alt=""Incisor Cónico de Diamante PCD"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Incisor%20diamante/2.jpg"" alt=""Incisor Cónico de Diamante PCD"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Incisor%20diamante/3.jpg"" alt=""Incisor Cónico de Diamante PCD"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Incisor Cónico de Diamante PCD</b></p><ul><li><b>Marca:</b> Schiavon</li><li><b>Material:</b> Diamante PCD</li><li><b>Uso:</b> Seccionadoras y Escuadradoras</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Diamante,Schiavon,SCCD",Incisor Cónico de Diamante PCD SCCD - Schiavon | WoodTools,Incisor Cónico de Diamante PCD SCCD. Seccionadoras y Escuadradoras Consultanos por medidas y stock.,Schiavon,si,,
diamante-sccd,,,Medida,SCCD150323,,,,,,,,SCCD150323,,no,no,,,,,,si,,
diamante-scid,Incisor de Diamante PCD,Diamante,Medida,1,,,,,,,,SCID-1,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Incisor%20diamante/1.jpg"" alt=""Incisor de Diamante PCD"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Incisor%20diamante/2.jpg"" alt=""Incisor de Diamante PCD"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Incisor%20diamante/3.jpg"" alt=""Incisor de Diamante PCD"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Incisor de Diamante PCD</b></p><ul><li><b>Marca:</b> Schiavon</li><li><b>Material:</b> Diamante PCD</li><li><b>Uso:</b> Incisor</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Diamante,Schiavon,SCID",Incisor de Diamante PCD SCID - Schiavon | WoodTools,Incisor de Diamante PCD SCID. Incisor Consultanos por medidas y stock.,Schiavon,si,,
diamante-sced,Disco de Diamante PCD,Diamante,Medida,SCSD350447,,,,,,,,SCSD350447,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Sierras%20diamante/1.jpg"" alt=""Disco de Diamante PCD"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Sierras%20diamante/2.jpg"" alt=""Disco de Diamante PCD"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Sierras%20diamante/3.jpg"" alt=""Disco de Diamante PCD"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Disco de Diamante PCD</b></p><ul><li><b>Marca:</b> Schiavon</li><li><b>Material:</b> Diamante PCD</li><li><b>Uso:</b> Corte de Placas y Melamina</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Diamante,Schiavon,SCED",Disco de Diamante PCD SCED - Schiavon | WoodTools,Disco de Diamante PCD SCED. Corte de Placas y Melamina Consultanos por medidas y stock.,Schiavon,si,,
diamante-mbdd,Mecha de Diamante,Diamante,Medida,MBDD3557,,,,,,,,MBDD3557,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Mechas%20diamante/1.jpg"" alt=""Mecha de Diamante"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Mechas%20diamante/2.jpg"" alt=""Mecha de Diamante"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Mechas%20diamante/3.jpg"" alt=""Mecha de Diamante"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Mechas%20diamante/4.jpg"" alt=""Mecha de Diamante"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha de Diamante</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Diamante PCD</li><li><b>Uso:</b> Perforaciones de precisión</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Diamante,Nordutensili,MBDD",Mecha de Diamante MBDD - Nordutensili | WoodTools,Mecha de Diamante MBDD. Perforaciones de precisión Consultanos por medidas y stock.,Nordutensili,si,,
diamante-mbdd,,,Medida,MBID3557,,,,,,,,MBID3557,,no,no,,,,,,si,,
diamante-mdd,Mecha Diamante Forante HM,Diamante,Medida,MDD1225H,,,,,,,,MDD1225H,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Mechas%20diamante/1.jpg"" alt=""Mecha Diamante Forante HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Mechas%20diamante/2.jpg"" alt=""Mecha Diamante Forante HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Mechas%20diamante/3.jpg"" alt=""Mecha Diamante Forante HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Diamante/Mechas%20diamante/4.jpg"" alt=""Mecha Diamante Forante HM"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Diamante Forante HM</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Diamante PCD / HM</li><li><b>Uso:</b> Perforaciones</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Diamante,Nordutensili,MDD",Mecha Diamante Forante HM MDD - Nordutensili | WoodTools,Mecha Diamante Forante HM MDD. Perforaciones Consultanos por medidas y stock.,Nordutensili,si,,
diamante-mdd,,,Medida,MDD1643H,,,,,,,,MDD1643H,,no,no,,,,,,si,,
cuchillas-chc-hss,Cuchilla Plana HSS CHC,Cuchillas,Medida,CHC030100HSS,,,,,,,,CHC030100HSS,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHC_HSS/1.jpg"" alt=""Cuchilla Plana HSS CHC"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHC_HSS/2.jpg"" alt=""Cuchilla Plana HSS CHC"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHC_HSS/3.jpg"" alt=""Cuchilla Plana HSS CHC"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Cuchilla Plana HSS CHC</b></p><ul><li><b>Marca:</b> Ilma</li><li><b>Material:</b> HSS (Acero Súper Rápido)</li><li><b>Uso:</b> Maderas blandas y semi-duras</li><li><b>Formato:</b> Plana</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cuchillas,Ilma,CHC_HSS",Cuchilla Plana HSS CHC CHC_HSS - Ilma | WoodTools,Cuchilla Plana HSS CHC CHC_HSS. Maderas blandas y semi-duras Consultanos por medidas y stock.,Ilma,si,,
cuchillas-chc-hss,,,Medida,CHC030120HSS,,,,,,,,CHC030120HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030130HSS,,,,,,,,CHC030130HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030150HSS,,,,,,,,CHC030150HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030160HSS,,,,,,,,CHC030160HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030180HSS,,,,,,,,CHC030180HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030200HSS,,,,,,,,CHC030200HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030210HSS,,,,,,,,CHC030210HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030230HSS,,,,,,,,CHC030230HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030240HSS,,,,,,,,CHC030240HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030300HSS,,,,,,,,CHC030300HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030310HSS,,,,,,,,CHC030310HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030320HSS,,,,,,,,CHC030320HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030330HSS,,,,,,,,CHC030330HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030360HSS,,,,,,,,CHC030360HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030370HSS,,,,,,,,CHC030370HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030400HSS,,,,,,,,CHC030400HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030410HSS,,,,,,,,CHC030410HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030420HSS,,,,,,,,CHC030420HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030460HSS,,,,,,,,CHC030460HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030500HSS,,,,,,,,CHC030500HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030510HSS,,,,,,,,CHC030510HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030600HSS,,,,,,,,CHC030600HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030610HSS,,,,,,,,CHC030610HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030640HSS,,,,,,,,CHC030640HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC030810HSS,,,,,,,,CHC030810HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC031070HSS,,,,,,,,CHC031070HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050100HSS,,,,,,,,CHC050100HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050130HSS,,,,,,,,CHC050130HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050135HSS,,,,,,,,CHC050135HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050150HSS,,,,,,,,CHC050150HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050160HSS,,,,,,,,CHC050160HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050170HSS,,,,,,,,CHC050170HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050180HSS,,,,,,,,CHC050180HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050200HSS,,,,,,,,CHC050200HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050210HSS,,,,,,,,CHC050210HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050230HSS,,,,,,,,CHC050230HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050250HSS,,,,,,,,CHC050250HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050300HSS,,,,,,,,CHC050300HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050310HSS,,,,,,,,CHC050310HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050320HSS,,,,,,,,CHC050320HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050330HSS,,,,,,,,CHC050330HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050350HSS,,,,,,,,CHC050350HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050360HSS,,,,,,,,CHC050360HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050400HSS,,,,,,,,CHC050400HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050410HSS,,,,,,,,CHC050410HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050420HSS,,,,,,,,CHC050420HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050430HSS,,,,,,,,CHC050430HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050450HSS,,,,,,,,CHC050450HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050460HSS,,,,,,,,CHC050460HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050500HSS,,,,,,,,CHC050500HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050510HSS,,,,,,,,CHC050510HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050520HSS,,,,,,,,CHC050520HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050600HSS,,,,,,,,CHC050600HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050610HSS,,,,,,,,CHC050610HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050640HSS,,,,,,,,CHC050640HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050700HSS,,,,,,,,CHC050700HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC050810HSS,,,,,,,,CHC050810HSS,,no,no,,,,,,si,,
cuchillas-chc-hss,,,Medida,CHC051040HSS,,,,,,,,CHC051040HSS,,no,no,,,,,,si,,
cuchillas-chc-md,Cuchilla Plana Metal duro CHC,Cuchillas,Medida,CHC03130MD,,,,,,,,CHC03130MD,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHC_MD/1.jpg"" alt=""Cuchilla Plana Metal duro CHC"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHC_MD/2.jpg"" alt=""Cuchilla Plana Metal duro CHC"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHC_MD/3.jpg"" alt=""Cuchilla Plana Metal duro CHC"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Cuchilla Plana Metal duro CHC</b></p><ul><li><b>Marca:</b> Ilma</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Maderas duras y abrasivas</li><li><b>Formato:</b> Plana</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cuchillas,Ilma,CHC_MD",Cuchilla Plana Metal duro CHC CHC_MD - Ilma | WoodTools,Cuchilla Plana Metal duro CHC CHC_MD. Maderas duras y abrasivas Consultanos por medidas y stock.,Ilma,si,,
cuchillas-chc-md,,,Medida,CHC03150MD,,,,,,,,CHC03150MD,,no,no,,,,,,si,,
cuchillas-chc-md,,,Medida,CHC03180MD,,,,,,,,CHC03180MD,,no,no,,,,,,si,,
cuchillas-chc-md,,,Medida,CHC03230MD,,,,,,,,CHC03230MD,,no,no,,,,,,si,,
cuchillas-chc-md,,,Medida,CHC03310MD,,,,,,,,CHC03310MD,,no,no,,,,,,si,,
cuchillas-chc-md,,,Medida,CHC03410MD,,,,,,,,CHC03410MD,,no,no,,,,,,si,,
cuchillas-chc-md,,,Medida,CHC03510MD,,,,,,,,CHC03510MD,,no,no,,,,,,si,,
cuchillas-chc-md,,,Medida,CHC0360MD,,,,,,,,CHC0360MD,,no,no,,,,,,si,,
cuchillas-chc-md,,,Medida,CHC03610MD,,,,,,,,CHC03610MD,,no,no,,,,,,si,,
cuchillas-chc-md,,,Medida,CHC03630MD,,,,,,,,CHC03630MD,,no,no,,,,,,si,,
cuchillas-chcr-hss,Cuchilla Dorso Ranurado HSS CHCR,Cuchillas,Medida,CHCR0025608,,,,,,,,CHCR0025608,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHCR_HSS/1.jpg"" alt=""Cuchilla Dorso Ranurado HSS CHCR"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHCR_HSS/2.jpg"" alt=""Cuchilla Dorso Ranurado HSS CHCR"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHCR_HSS/3.jpg"" alt=""Cuchilla Dorso Ranurado HSS CHCR"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHCR_HSS/4.jpg"" alt=""Cuchilla Dorso Ranurado HSS CHCR"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Cuchilla Dorso Ranurado HSS CHCR</b></p><ul><li><b>Marca:</b> Ilma</li><li><b>Material:</b> HSS (Acero Súper Rápido)</li><li><b>Uso:</b> Maderas blandas y semi-duras</li><li><b>Formato:</b> Dorso Ranurado</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cuchillas,Ilma,CHCR_HSS",Cuchilla Dorso Ranurado HSS CHCR CHCR_HSS - Ilma | WoodTools,Cuchilla Dorso Ranurado HSS CHCR CHCR_HSS. Maderas blandas y semi-duras Consultanos por medidas y stock.,Ilma,si,,
cuchillas-chcr-hss,,,Medida,CHCR0030508,,,,,,,,CHCR0030508,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0040508,,,,,,,,CHCR0040508,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0040608,,,,,,,,CHCR0040608,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0050508,,,,,,,,CHCR0050508,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0060405,,,,,,,,CHCR0060405,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0060408,,,,,,,,CHCR0060408,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0060505,,,,,,,,CHCR0060505,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0060508,,,,,,,,CHCR0060508,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0060608,,,,,,,,CHCR0060608,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0080404,,,,,,,,CHCR0080404,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0080508,,,,,,,,CHCR0080508,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0080608,,,,,,,,CHCR0080608,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0100404,,,,,,,,CHCR0100404,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0100408,,,,,,,,CHCR0100408,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0100505,,,,,,,,CHCR0100505,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0100506,,,,,,,,CHCR0100506,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0100508,,,,,,,,CHCR0100508,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0100608,,,,,,,,CHCR0100608,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0130408,,,,,,,,CHCR0130408,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0130508,,,,,,,,CHCR0130508,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0130608,,,,,,,,CHCR0130608,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0150408,,,,,,,,CHCR0150408,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0150505,,,,,,,,CHCR0150505,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0150508,,,,,,,,CHCR0150508,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0150608,,,,,,,,CHCR0150608,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0160404,,,,,,,,CHCR0160404,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0160405,,,,,,,,CHCR0160405,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0160506,,,,,,,,CHCR0160506,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0180404,,,,,,,,CHCR0180404,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0180408,,,,,,,,CHCR0180408,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0180505,,,,,,,,CHCR0180505,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0180508,,,,,,,,CHCR0180508,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0180608,,,,,,,,CHCR0180608,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0230404,,,,,,,,CHCR0230404,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0230405,,,,,,,,CHCR0230405,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0230408,,,,,,,,CHCR0230408,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0230508,,,,,,,,CHCR0230508,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0230608,,,,,,,,CHCR0230608,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0240608,,,,,,,,CHCR0240608,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0320404,,,,,,,,CHCR0320404,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0320508,,,,,,,,CHCR0320508,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0630608,,,,,,,,CHCR0630608,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0650405,,,,,,,,CHCR0650405,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0650408,,,,,,,,CHCR0650408,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0650505,,,,,,,,CHCR0650505,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0650508,,,,,,,,CHCR0650508,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0650556,,,,,,,,CHCR0650556,,no,no,,,,,,si,,
cuchillas-chcr-hss,,,Medida,CHCR0650708,,,,,,,,CHCR0650708,,no,no,,,,,,si,,
cuchillas-chcr-md,Cuchilla Dorso Ranurado Metal duro CHCR,Cuchillas,Medida,CHCR0060608M,,,,,,,,CHCR0060608M,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHCR_MD/1.jpg"" alt=""Cuchilla Dorso Ranurado Metal duro CHCR"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHCR_MD/2.jpg"" alt=""Cuchilla Dorso Ranurado Metal duro CHCR"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHCR_MD/3.jpg"" alt=""Cuchilla Dorso Ranurado Metal duro CHCR"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Cuchillas/CHCR_MD/4.jpg"" alt=""Cuchilla Dorso Ranurado Metal duro CHCR"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Cuchilla Dorso Ranurado Metal duro CHCR</b></p><ul><li><b>Marca:</b> Ilma</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Maderas duras y abrasivas</li><li><b>Formato:</b> Dorso Ranurado</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Cuchillas,Ilma,CHCR_MD",Cuchilla Dorso Ranurado Metal duro CHCR CHCR_MD - Ilma | WoodTools,Cuchilla Dorso Ranurado Metal duro CHCR CHCR_MD. Maderas duras y abrasivas Consultanos por medidas y stock.,Ilma,si,,
cuchillas-chcr-md,,,Medida,CHCR0100608M,,,,,,,,CHCR0100608M,,no,no,,,,,,si,,
cuchillas-chcr-md,,,Medida,CHCR0130608M,,,,,,,,CHCR0130608M,,no,no,,,,,,si,,
cuchillas-chcr-md,,,Medida,CHCR0150608M,,,,,,,,CHCR0150608M,,no,no,,,,,,si,,
cuchillas-chcr-md,,,Medida,CHCR0180608M,,,,,,,,CHCR0180608M,,no,no,,,,,,si,,
cuchillas-chcr-md,,,Medida,CHCR0320608M,,,,,,,,CHCR0320608M,,no,no,,,,,,si,,
cuchillas-chcr-md,,,Medida,CHCR06504010,,,,,,,,CHCR06504010,,no,no,,,,,,si,,
cuchillas-chcr-md,,,Medida,CHCR06505010,,,,,,,,CHCR06505010,,no,no,,,,,,si,,
cuchillas-chcr-md,,,Medida,CHCR0650608M,,,,,,,,CHCR0650608M,,no,no,,,,,,si,,
